NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
San Juan Cuititó;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;122;116;" 97°44'52.777"" W";"17°38'47.150"" N"
San Juan Diquiyú;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;316;288;" 97°50'34.061"" W";"17°34'32.279"" N"
San Martín del Río;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;163;153;" 97°47'25.768"" W";"17°34'49.743"" N"
Santa Catarina Yutandú;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;76;77;" 97°48'44.822"" W";"17°33'21.884"" N"
Santa Cruz Numá;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;128;101;" 97°45'20.116"" W";"17°39'05.604"" N"
Santa María Tindú;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;266;248;" 97°56'13.589"" W";"17°29'19.048"" N"
San Vicente del Palmar;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;86;75;" 97°56'55.375"" W";"17°35'04.475"" N"
Yucuñuti de Benito Juárez;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;445;377;" 97°53'24.725"" W";"17°38'03.448"" N"
Yucuquimi de Ocampo;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;1224;1209;" 97°52'55.440"" W";"17°35'00.844"" N"
El Paredón Amarillo;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;19;25;" 97°47'04.727"" W";"17°37'47.963"" N"
Rancho Juárez;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;91;77;" 97°52'07.274"" W";"17°36'04.302"" N"
Linda Vista del Progreso;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;27;22;" 97°50'26.039"" W";"17°33'57.319"" N"
San Valentín Gómez;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;82;63;" 97°54'23.436"" W";"17°32'22.717"" N"
Miraplayas;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°47'05.461"" W";"17°39'55.177"" N"
El Aguacate;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°47'17.607"" W";"17°39'58.202"" N"
Tacuno;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°55'38.976"" W";"17°31'05.054"" N"
Caguani;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°55'44.263"" W";"17°28'05.934"" N"
Girón [Rancho];Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°55'57.419"" W";"17°31'25.016"" N"
Rancho Reforma;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;14;15;" 97°48'38.371"" W";"17°33'43.166"" N"
El Mirador;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;24;21;" 97°49'10.062"" W";"17°38'10.963"" N"
Barrio del Perú;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;7;11;" 97°48'17.468"" W";"17°38'42.215"" N"
Barrio Independencia (Colonia Nueva);Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;76;72;" 97°49'02.980"" W";"17°38'54.820"" N"
Cuesta Blanca;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;181;150;" 97°53'40.351"" W";"17°34'15.313"" N"
Antonio de León;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;45;38;" 97°47'57.180"" W";"17°39'00.040"" N"
El Enebro [Rancho];Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°55'40.721"" W";"17°31'14.814"" N"
Tayoco [Rancho];Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;" 97°46'15.628"" W";"17°41'03.355"" N"
Localidades de una vivienda;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;*;*;*;*
Localidades de dos viviendas;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;18;19;*;*
Total del Municipio;San Jerónimo Tlacochahuaya;3052;2712;*;*
San Jerónimo Tlacochahuaya;San Jerónimo Tlacochahuaya;1321;1110;" 96°34'51.865"" W";"17°00'31.921"" N"
Macuilxóchitl de Artigas Carranza;San Jerónimo Tlacochahuaya;1659;1514;" 96°32'27.640"" W";"17°00'55.883"" N"
La Guadalupe (Santa Magdalena);San Jerónimo Tlacochahuaya;*;*;" 96°34'16.135"" W";"16°58'51.728"" N"
Luis Alonso León;San Jerónimo Tlacochahuaya;*;*;" 96°32'40.074"" W";"17°00'16.648"" N"
Ojo de Agua;San Jerónimo Tlacochahuaya;3;7;" 96°31'47.135"" W";"17°00'45.003"" N"
Xadani;San Jerónimo Tlacochahuaya;3;1;" 96°33'51.018"" W";"17°00'06.615"" N"
Langeuuroo;San Jerónimo Tlacochahuaya;*;*;" 96°32'44.525"" W";"17°01'24.851"" N"
La Loma [Paraje];San Jerónimo Tlacochahuaya;9;12;" 96°32'15.463"" W";"17°00'04.966"" N"
Camino Nacional;San Jerónimo Tlacochahuaya;3;5;" 96°34'36.592"" W";"17°00'16.695"" N"
Kilómetro 23;San Jerónimo Tlacochahuaya;*;*;" 96°33'20.850"" W";"17°00'45.894"" N"
Langueche [Paraje];San Jerónimo Tlacochahuaya;16;15;" 96°34'10.453"" W";"17°00'25.306"" N"
Crucero de Teotitlán del Valle;San Jerónimo Tlacochahuaya;*;*;" 96°31'34.556"" W";"16°59'39.518"" N"
Cuestasi [Paraje];San Jerónimo Tlacochahuaya;17;21;" 96°31'44.464"" W";"16°59'58.952"" N"
Kilómetro 28;San Jerónimo Tlacochahuaya;7;9;" 96°30'55.813"" W";"16°59'16.580"" N"
Rubiees [Paraje];San Jerónimo Tlacochahuaya;*;*;" 96°31'18.604"" W";"16°59'34.208"" N"
Cuee Stashi;San Jerónimo Tlacochahuaya;*;*;" 96°32'22.403"" W";"16°58'46.732"" N"
Localidades de una vivienda;San Jerónimo Tlacochahuaya;3;7;*;*
Localidades de dos viviendas;San Jerónimo Tlacochahuaya;11;11;*;*
Total del Municipio;Tlacolula de Matamoros;15869;14385;*;*
Tlacolula de Matamoros;Tlacolula de Matamoros;8185;7113;" 96°28'45.174"" W";"16°57'20.246"" N"
Tanivé;Tlacolula de Matamoros;164;114;" 96°26'13.106"" W";"16°55'21.210"" N"
San Luis del Río;Tlacolula de Matamoros;259;267;" 96°10'51.400"" W";"16°46'24.277"" N"
San Marcos Tlapazola;Tlacolula de Matamoros;540;395;" 96°31'24.285"" W";"16°54'41.841"" N"
Salto del Agua;Tlacolula de Matamoros;11;14;" 96°26'37.553"" W";"16°56'27.159"" N"
Alférez;Tlacolula de Matamoros;85;80;" 96°29'33.266"" W";"16°56'29.674"" N"
El Escondido [Paraje];Tlacolula de Matamoros;17;10;" 96°30'15.920"" W";"16°58'42.848"" N"
El Aserradero;Tlacolula de Matamoros;*;*;" 96°27'23.797"" W";"16°58'20.163"" N"
El Pipe;Tlacolula de Matamoros;11;23;" 96°30'29.306"" W";"16°58'41.824"" N"
La Escondida [Granja];Tlacolula de Matamoros;*;*;" 96°30'11.886"" W";"16°58'16.580"" N"
Centro Guadalupano;Tlacolula de Matamoros;*;*;" 96°29'36.620"" W";"16°58'33.520"" N"
La Cruz Verde;Tlacolula de Matamoros;16;15;" 96°25'56.945"" W";"16°56'25.924"" N"
Caballito Blanco [Paraje];Tlacolula de Matamoros;*;*;" 96°26'20.015"" W";"16°56'22.905"" N"
Tres Piedras;Tlacolula de Matamoros;24;19;" 96°27'32.709"" W";"16°57'27.991"" N"
Lomas de Santa Ana [Colonia];Tlacolula de Matamoros;176;165;" 96°29'16.399"" W";"16°58'40.850"" N"
Doce de Mayo [Unidad Habitacional];Tlacolula de Matamoros;117;101;" 96°29'58.763"" W";"16°58'29.314"" N"
Casa Chagoya [Mezcalería];Tlacolula de Matamoros;*;*;" 96°30'37.241"" W";"16°59'02.117"" N"
Hacienda Soriano;Tlacolula de Matamoros;*;*;" 96°27'09.801"" W";"16°57'47.699"" N"
Ciudad Yagul [Fraccionamiento];Tlacolula de Matamoros;3424;3068;" 96°27'50.116"" W";"16°58'56.750"" N"
Yaguzovi Guelazaco [Paraje];Tlacolula de Matamoros;12;18;" 96°27'29.194"" W";"16°57'00.284"" N"
Rancho Valle del Lago [Fraccionamiento];Tlacolula de Matamoros;1225;1055;" 96°30'16.000"" W";"16°58'26.000"" N"
La Loma de Santa Anita [Paraje];Tlacolula de Matamoros;28;26;" 96°28'30.830"" W";"16°58'23.954"" N"
La Primavera [Paraje];Tlacolula de Matamoros;*;*;" 96°27'22.080"" W";"16°57'36.305"" N"
Rancho Blanco;Tlacolula de Matamoros;15;15;" 96°27'48.552"" W";"16°57'01.520"" N"
Tanivet [Centro Penitenciario Femenil];Tlacolula de Matamoros;164;662;" 96°26'28.298"" W";"16°56'04.998"" N"
Villa de María Elena [Fraccionamiento];Tlacolula de Matamoros;78;88;" 96°30'29.290"" W";"16°58'26.520"" N"
Dainzú [Fraccionamiento];Tlacolula de Matamoros;862;715;" 96°30'44.152"" W";"16°58'58.884"" N"
La Colorada [Paraje];Tlacolula de Matamoros;*;*;" 96°27'15.306"" W";"16°58'37.863"" N"
Junto al Río Salado;Tlacolula de Matamoros;22;9;" 96°29'04.468"" W";"16°56'25.596"" N"
La Esperanza [Rancho];Tlacolula de Matamoros;6;4;" 96°29'13.337"" W";"16°56'03.356"" N"
Las Jacarandas [Colonia];Tlacolula de Matamoros;33;28;" 96°27'43.785"" W";"16°58'24.379"" N"
Los Méndez [Cribadora];Tlacolula de Matamoros;*;*;" 96°24'55.991"" W";"16°55'37.816"" N"
Mi Niña Bonita [Rancho];Tlacolula de Matamoros;*;*;" 96°29'28.549"" W";"16°55'30.595"" N"
Monte Grande;Tlacolula de Matamoros;*;*;" 96°27'03.535"" W";"16°55'58.703"" N"
Yagay [Colonia];Tlacolula de Matamoros;120;108;" 96°27'25.122"" W";"16°58'28.239"" N"
Yahuiche [Paraje];Tlacolula de Matamoros;10;15;" 96°29'44.206"" W";"16°58'46.869"" N"
26 de Septiembre [Colonia];Tlacolula de Matamoros;193;183;" 96°29'17.019"" W";"16°58'20.240"" N"
Yanashi [Colonia];Tlacolula de Matamoros;14;18;" 96°30'39.742"" W";"16°59'24.500"" N"
Visiató [Paraje];Tlacolula de Matamoros;10;10;" 96°27'14.620"" W";"16°56'23.780"" N"
21 de Octubre [Colonia];Tlacolula de Matamoros;18;18;" 96°29'34.618"" W";"16°58'40.518"" N"
Localidades de una vivienda;Tlacolula de Matamoros;12;11;*;*
Localidades de dos viviendas;Tlacolula de Matamoros;18;18;*;*
Total del Municipio;Tlacotepec Plumas;212;198;*;*
Tlacotepec Plumas;Tlacotepec Plumas;176;157;" 97°25'58.185"" W";"17°51'02.798"" N"
Organal;Tlacotepec Plumas;29;31;" 97°26'21.183"" W";"17°50'02.667"" N"
Río Garza;Tlacotepec Plumas;6;8;" 97°27'12.302"" W";"17°49'30.849"" N"
Rancho Potrero;Tlacotepec Plumas;*;*;" 97°26'52.081"" W";"17°51'00.292"" N"
Localidades de una vivienda;Tlacotepec Plumas;*;*;*;*
Total del Municipio;Tlalixtac de Cabrera;6295;5772;*;*
Tlalixtac de Cabrera;Tlalixtac de Cabrera;5952;5448;" 96°38'54.301"" W";"17°04'28.144"" N"
Ex-Hacienda el Aranjuez;Tlalixtac de Cabrera;*;*;" 96°37'09.629"" W";"17°04'32.532"" N"
Camino al Ojo de Agua (Gulavani);Tlalixtac de Cabrera;*;*;" 96°38'31.759"" W";"17°03'11.745"" N"
Rancho Viejo (Kilómetro 4);Tlalixtac de Cabrera;44;41;" 96°39'02.541"" W";"17°05'40.738"" N"
Ojo de Agua [Paraje];Tlalixtac de Cabrera;20;23;" 96°38'47.932"" W";"17°02'49.101"" N"
Santa Catalina de Sena;Tlalixtac de Cabrera;146;129;" 96°36'34.966"" W";"17°02'55.714"" N"
Paraje Cuedani;Tlalixtac de Cabrera;10;7;" 96°39'43.782"" W";"17°04'14.191"" N"
Rincón de Analco;Tlalixtac de Cabrera;27;27;" 96°39'55.228"" W";"17°03'21.012"" N"
La Venta;Tlalixtac de Cabrera;33;26;" 96°39'46.406"" W";"17°03'39.806"" N"
El Arenal;Tlalixtac de Cabrera;8;8;" 96°38'14.348"" W";"17°03'18.523"" N"
Piedra de Sombra (Piedra Meca);Tlalixtac de Cabrera;11;18;" 96°38'58.118"" W";"17°02'33.966"" N"
Camino del Remolino [Paraje];Tlalixtac de Cabrera;13;13;" 96°39'55.396"" W";"17°02'59.606"" N"
La Ciénega Chiquita [Paraje];Tlalixtac de Cabrera;14;19;" 96°39'38.948"" W";"17°03'19.566"" N"
Tierra Blanca [Paraje];Tlalixtac de Cabrera;8;6;" 96°38'22.784"" W";"17°05'11.174"" N"
La Cueva Cuache;Tlalixtac de Cabrera;*;*;" 96°38'53.835"" W";"17°05'41.254"" N"
Localidades de una vivienda;Tlalixtac de Cabrera;9;7;*;*
Total del Municipio;Totontepec Villa de Morelos;3063;2841;*;*
Totontepec Villa de Morelos;Totontepec Villa de Morelos;906;805;" 96°01'38.477"" W";"17°15'31.082"" N"
Chinantequilla;Totontepec Villa de Morelos;267;252;" 95°59'18.427"" W";"17°18'26.840"" N"
San Marcos Moctum;Totontepec Villa de Morelos;82;85;" 96°00'19.380"" W";"17°14'50.210"" N"
San Francisco Jayacaxtepec;Totontepec Villa de Morelos;488;451;" 95°58'30.448"" W";"17°13'21.726"" N"
San Miguel Metepec;Totontepec Villa de Morelos;119;122;" 96°03'34.820"" W";"17°12'52.170"" N"
Santa María Huitepec;Totontepec Villa de Morelos;114;118;" 96°02'07.833"" W";"17°10'16.706"" N"
Santa María Ocotepec;Totontepec Villa de Morelos;118;94;" 95°59'33.490"" W";"17°13'38.097"" N"
Santa María Tiltepec;Totontepec Villa de Morelos;313;323;" 96°05'47.231"" W";"17°13'58.120"" N"
Santiago Amatepec;Totontepec Villa de Morelos;194;190;" 96°00'43.955"" W";"17°16'48.512"" N"
Santiago Jareta;Totontepec Villa de Morelos;119;106;" 96°01'29.785"" W";"17°14'13.961"" N"
Santiago Tepitongo;Totontepec Villa de Morelos;332;284;" 96°01'54.061"" W";"17°18'05.239"" N"
Rancho Conchita;Totontepec Villa de Morelos;*;*;" 95°55'49.757"" W";"17°15'24.659"" N"
El Duraznal;Totontepec Villa de Morelos;*;*;" 96°01'29.594"" W";"17°16'14.036"" N"
Rancho Alejandro Villegas;Totontepec Villa de Morelos;*;*;" 96°01'20.419"" W";"17°14'59.047"" N"
Tierra Caliente (Rancho Uno y Rancho Dos);Totontepec Villa de Morelos;*;*;" 95°56'11.628"" W";"17°16'34.918"" N"
Localidades de una vivienda;Totontepec Villa de Morelos;*;*;*;*
Localidades de dos viviendas;Totontepec Villa de Morelos;11;10;*;*
Total del Municipio;Trinidad Zaachila;1812;1607;*;*
Trinidad Zaachila;Trinidad Zaachila;592;519;" 96°45'55.236"" W";"16°55'16.418"" N"
San Miguel Tlanichico;Trinidad Zaachila;439;391;" 96°46'48.338"" W";"16°55'58.282"" N"
Santa María Roaló;Trinidad Zaachila;295;261;" 96°46'27.850"" W";"16°55'00.751"" N"
Barrio la Guadalupe;Trinidad Zaachila;432;400;" 96°46'44.990"" W";"16°55'09.074"" N"
Las Flores [Paraje];Trinidad Zaachila;54;36;" 96°46'11.937"" W";"16°56'38.993"" N"
Total del Municipio;La Trinidad Vista Hermosa;155;151;*;*
La Trinidad Vista Hermosa;La Trinidad Vista Hermosa;100;90;" 97°30'20.705"" W";"17°46'21.469"" N"
El Encinal;La Trinidad Vista Hermosa;37;41;" 97°30'22.706"" W";"17°45'40.658"" N"
El Moral;La Trinidad Vista Hermosa;13;14;" 97°29'26.560"" W";"17°46'24.690"" N"
La Nopalera;La Trinidad Vista Hermosa;5;6;" 97°29'37.976"" W";"17°46'40.202"" N"
Total del Municipio;Unión Hidalgo;7465;7077;*;*
Unión Hidalgo;Unión Hidalgo;7173;6776;" 94°49'44.180"" W";"16°28'22.166"" N"
San Antonio;Unión Hidalgo;*;*;" 94°49'54.895"" W";"16°31'45.972"" N"
La Fortaleza;Unión Hidalgo;*;*;" 94°49'49.350"" W";"16°30'13.769"" N"
Mariano Juan Castillo;Unión Hidalgo;5;4;" 94°50'00.768"" W";"16°27'52.241"" N"
Las Pilas;Unión Hidalgo;*;*;" 94°50'06.344"" W";"16°27'33.490"" N"
Santa Cruz de los Pescadores;Unión Hidalgo;118;108;" 94°50'15.256"" W";"16°28'01.935"" N"
Cheguigo Palmeros [Colonia];Unión Hidalgo;49;44;" 94°49'08.400"" W";"16°28'18.230"" N"
La Deportiva Quinta Sección [Colonia];Unión Hidalgo;22;19;" 94°49'47.230"" W";"16°27'41.380"" N"
Colonia Juquilita;Unión Hidalgo;42;53;" 94°49'51.281"" W";"16°29'11.981"" N"
Santo Domingo de Guzmán [Colonia];Unión Hidalgo;*;*;" 94°49'10.380"" W";"16°29'26.200"" N"
Las Potrancas;Unión Hidalgo;*;*;" 94°52'11.103"" W";"16°31'11.922"" N"
Santa Cecilia;Unión Hidalgo;*;*;" 94°53'22.247"" W";"16°31'18.528"" N"
Santa Rosa;Unión Hidalgo;*;*;" 94°53'29.101"" W";"16°31'25.315"" N"
El Guanacaste [Rancho];Unión Hidalgo;*;*;" 94°44'50.868"" W";"16°29'07.340"" N"
El Lirio [Rancho];Unión Hidalgo;*;*;" 94°53'48.682"" W";"16°30'46.424"" N"
La Ilusión [Rancho];Unión Hidalgo;*;*;" 94°53'50.610"" W";"16°30'14.470"" N"
San Isidro [Rancho];Unión Hidalgo;*;*;" 94°53'54.156"" W";"16°30'23.294"" N"
Santo Domingo [Rancho];Unión Hidalgo;*;*;" 94°53'38.293"" W";"16°30'58.670"" N"
Gubiña Guete' [Colonia];Unión Hidalgo;9;15;" 94°50'36.354"" W";"16°27'26.105"" N"
14 de Febrero [Colonia];Unión Hidalgo;18;27;" 94°49'51.841"" W";"16°27'33.949"" N"
Los Borregos [Rancho];Unión Hidalgo;*;*;" 94°48'36.809"" W";"16°28'21.897"" N"
El Vergel [Rancho];Unión Hidalgo;*;*;" 94°48'33.469"" W";"16°28'05.124"" N"
Príncipe de Paz [Colonia];Unión Hidalgo;13;8;" 94°50'16.403"" W";"16°29'03.524"" N"
Localidades de una vivienda;Unión Hidalgo;9;14;*;*
Localidades de dos viviendas;Unión Hidalgo;7;9;*;*
Total del Municipio;Valerio Trujano;736;640;*;*
Valerio Trujano;Valerio Trujano;441;374;" 96°58'48.795"" W";"17°46'18.172"" N"
Tomellín;Valerio Trujano;293;265;" 96°57'36.909"" W";"17°45'29.450"" N"
Ismael Aguirre Peña;Valerio Trujano;*;*;" 96°59'44.594"" W";"17°48'53.172"" N"
Localidades de una vivienda;Valerio Trujano;*;*;*;*
Total del Municipio;San Juan Bautista Valle Nacional;12081;10986;*;*
San Juan Bautista Valle Nacional;San Juan Bautista Valle Nacional;3105;2707;" 96°18'14.561"" W";"17°46'29.832"" N"
Arroyo Colorado;San Juan Bautista Valle Nacional;102;88;" 96°20'11.024"" W";"17°47'07.110"" N"
Arroyo de Banco;San Juan Bautista Valle Nacional;616;528;" 96°20'58.132"" W";"17°48'15.986"" N"
San Lucas Arroyo Palomo;San Juan Bautista Valle Nacional;228;182;" 96°22'01.814"" W";"17°50'23.763"" N"
Tres Marías;San Juan Bautista Valle Nacional;119;106;" 96°16'00.887"" W";"17°47'27.586"" N"
Cerro Armadillo Chico;San Juan Bautista Valle Nacional;95;94;" 96°18'52.928"" W";"17°50'50.320"" N"
Cerro Cangrejo;San Juan Bautista Valle Nacional;82;63;" 96°19'08.209"" W";"17°48'03.912"" N"
Cerro Cangrejo Grande;San Juan Bautista Valle Nacional;120;114;" 96°19'38.207"" W";"17°48'28.855"" N"
Cerro de Pita;San Juan Bautista Valle Nacional;43;49;" 96°23'38.928"" W";"17°47'57.669"" N"
Cerro Marín;San Juan Bautista Valle Nacional;357;337;" 96°16'11.636"" W";"17°47'55.656"" N"
Cerro Mirador;San Juan Bautista Valle Nacional;111;107;" 96°21'38.022"" W";"17°53'57.063"" N"
San Isidro Chinantilla;San Juan Bautista Valle Nacional;374;323;" 96°14'17.445"" W";"17°49'05.404"" N"
La Nueva Esperanza;San Juan Bautista Valle Nacional;104;104;" 96°20'18.912"" W";"17°43'19.630"" N"
Monte Bello;San Juan Bautista Valle Nacional;76;64;" 96°16'06.307"" W";"17°44'22.181"" N"
Monte Negro;San Juan Bautista Valle Nacional;97;77;" 96°14'37.426"" W";"17°43'06.097"" N"
Nopalera del Rosario o del Obispo;San Juan Bautista Valle Nacional;8;12;" 96°27'41.756"" W";"17°42'03.837"" N"
Paso del Jobo;San Juan Bautista Valle Nacional;30;31;" 96°15'28.668"" W";"17°48'01.542"" N"
Paso Nuevo la Hamaca;San Juan Bautista Valle Nacional;385;339;" 96°13'33.530"" W";"17°45'42.267"" N"
Plan de las Flores;San Juan Bautista Valle Nacional;136;133;" 96°20'40.109"" W";"17°42'43.601"" N"
Rancho Ojoche;San Juan Bautista Valle Nacional;129;121;" 96°17'52.100"" W";"17°50'41.392"" N"
Rancho Grande;San Juan Bautista Valle Nacional;74;70;" 96°19'51.813"" W";"17°50'31.581"" N"
San Cristóbal la Vega;San Juan Bautista Valle Nacional;253;223;" 96°13'32.167"" W";"17°45'05.265"" N"
San Antonio Ocote;San Juan Bautista Valle Nacional;223;202;" 96°25'04.204"" W";"17°49'59.020"" N"
San Antonio Otate;San Juan Bautista Valle Nacional;135;121;" 96°24'01.029"" W";"17°43'14.486"" N"
San Felipe de León;San Juan Bautista Valle Nacional;224;175;" 96°22'33.120"" W";"17°45'13.515"" N"
San Isidro Laguna;San Juan Bautista Valle Nacional;76;74;" 96°22'59.870"" W";"17°49'13.511"" N"
San Juan Palantla;San Juan Bautista Valle Nacional;251;217;" 96°23'42.844"" W";"17°51'01.704"" N"
San Mateo Yetla;San Juan Bautista Valle Nacional;337;307;" 96°18'57.373"" W";"17°45'23.230"" N"
San Rafael Agua de Pescadito;San Juan Bautista Valle Nacional;422;422;" 96°19'29.477"" W";"17°53'28.092"" N"
Santa Fe y la Mar;San Juan Bautista Valle Nacional;612;568;" 96°18'57.865"" W";"17°45'59.802"" N"
Santiago Progreso;San Juan Bautista Valle Nacional;207;208;" 96°15'59.628"" W";"17°42'27.696"" N"
Arroyo Tortuga;San Juan Bautista Valle Nacional;128;118;" 96°21'21.713"" W";"17°55'51.794"" N"
Cerro Armadillo Grande;San Juan Bautista Valle Nacional;656;603;" 96°18'34.524"" W";"17°52'02.880"" N"
Loma San Rafael;San Juan Bautista Valle Nacional;178;161;" 96°20'31.869"" W";"17°54'20.859"" N"
Loma Zacatal;San Juan Bautista Valle Nacional;14;18;" 96°21'13.040"" W";"17°43'45.416"" N"
Miguel Hidalgo;San Juan Bautista Valle Nacional;70;67;" 96°13'37.126"" W";"17°43'53.441"" N"
Metates (San Miguel Metates);San Juan Bautista Valle Nacional;42;44;" 96°19'37.445"" W";"17°41'44.757"" N"
Arroyo Seco;San Juan Bautista Valle Nacional;43;33;" 96°17'50.115"" W";"17°53'58.983"" N"
Cerro Fruta;San Juan Bautista Valle Nacional;37;26;" 96°25'56.305"" W";"17°42'01.474"" N"
Cerro Santo Domingo;San Juan Bautista Valle Nacional;20;23;" 96°22'32.844"" W";"17°51'49.894"" N"
Finca San Martín;San Juan Bautista Valle Nacional;21;15;" 96°13'06.537"" W";"17°47'29.528"" N"
La Gran Lucha;San Juan Bautista Valle Nacional;332;319;" 96°18'47.232"" W";"17°46'36.671"" N"
La Joya;San Juan Bautista Valle Nacional;18;18;" 96°22'58.986"" W";"17°47'55.660"" N"
Loma Santa Fe;San Juan Bautista Valle Nacional;80;78;" 96°17'18.359"" W";"17°45'48.756"" N"
San José;San Juan Bautista Valle Nacional;*;*;" 96°23'00.077"" W";"17°43'53.650"" N"
La Trinidad (Hondura de Nanche);San Juan Bautista Valle Nacional;89;71;" 96°13'35.218"" W";"17°47'59.142"" N"
Nuevo Palantla;San Juan Bautista Valle Nacional;39;47;" 96°15'32.995"" W";"17°46'58.421"" N"
Rancho Pérez;San Juan Bautista Valle Nacional;7;15;" 96°15'53.754"" W";"17°50'54.592"" N"
Cerro Mirador Chico;San Juan Bautista Valle Nacional;*;*;" 96°22'08.422"" W";"17°54'51.298"" N"
Rancho Laredo;San Juan Bautista Valle Nacional;9;11;" 96°20'44.164"" W";"17°52'27.053"" N"
El Castillo;San Juan Bautista Valle Nacional;229;245;" 96°16'58.661"" W";"17°47'05.834"" N"
La Rinconada;San Juan Bautista Valle Nacional;315;310;" 96°11'51.891"" W";"17°45'21.023"" N"
Cafetal;San Juan Bautista Valle Nacional;30;29;" 96°21'16.986"" W";"17°45'14.878"" N"
Loma Colorada;San Juan Bautista Valle Nacional;32;39;" 96°22'56.541"" W";"17°44'36.982"" N"
Cerro Máscara;San Juan Bautista Valle Nacional;9;16;" 96°21'20.505"" W";"17°48'09.890"" N"
